Maintenance_ID,Truck_ID,Maintenance_Date,Maintenance_Type,Downtime_Hours,Maintenance_Cost,Failure_Flag
1319184,912283,2023-05-31 13:07:47,Preventive,31.3,71091.09,0
1319185,911616,2024-12-25 13:47:41,Tire,104.0,163116.52,0
1319186,911078,2025-04-01 09:48:48,Engine,83.2,60313.19,1
1319187,910617,2024-08-23 00:55:16,Corrective,18.7,218881.63,0
1319188,912099,2025-10-21 16:28:56,Preventive,99.4,21355.83,0
1319189,913863,2024-04-26 22:44:30,Preventive,99.3,53888.26,0
1319190,911349,2023-06-09 03:38:01,Corrective,41.9,251095.66,0
1319191,913906,2023-05-20 09:33:45,Tire,26.8,248881.91,0
1319192,913103,2024-02-29 18:50:36,Corrective,7.1,260883.1,0
1319193,913912,2023-09-20 04:50:39,Inspection,50.2,32591.1,1
1319194,913772,2025-06-18 17:46:21,Preventive,90.8,202824.62,1
1319195,911718,2023-01-10 07:45:15,Tire,118.8,186506.99,1
1319196,911454,2023-11-25 09:53:47,Preventive,65.6,273022.07,0
1319197,912932,2024-02-16 17:38:16,Engine,16.9,266723.77,1
1319198,912237,2024-08-20 00:08:43,Tire,115.2,148888.91,1
1319199,912245,2023-01-21 10:07:58,Inspection,86.3,198991.71,0
1319200,912738,2024-05-27 15:20:48,Inspection,6.7,29289.31,0
1319201,912640,2025-05-01 00:28:14,Tire,41.0,258552.76,1
1319202,913703,2024-06-04 21:41:01,Preventive,91.3,69760.35,0
1319203,911162,2025-09-10 12:12:55,Tire,118.6,174902.54,1
1319204,913724,2024-05-10 04:51:22,Engine,76.2,134802.23,0
1319205,911994,2025-11-05 22:11:20,Engine,54.8,273566.63,0
1319206,913490,2025-05-12 05:31:42,Inspection,82.6,118905.36,0
1319207,911560,2025-04-11 07:35:22,Engine,4.8,73083.23,0
1319208,912996,2023-05-27 08:47:59,Tire,85.0,255594.22,1
1319209,913293,2024-01-28 04:53:16,Corrective,56.7,147926.23,1
1319210,910100,2025-08-01 18:07:50,Inspection,91.4,115335.42,1
1319211,913235,2025-09-03 12:51:07,Corrective,108.1,128468.4,0
1319212,913588,2025-05-31 03:17:44,Engine,85.1,210742.2,1
1319213,910750,2023-01-08 09:30:14,Corrective,80.3,145126.29,0
1319214,913444,2025-05-11 07:55:15,Tire,61.0,10887.15,0
1319215,912679,2025-01-08 10:23:50,Inspection,20.0,76896.1,0
1319216,910296,2023-11-27 19:33:55,Inspection,106.6,273331.5,1
1319217,910090,2024-07-23 10:21:27,Inspection,28.2,134350.47,0
1319218,910637,2023-01-23 16:03:07,Inspection,95.3,227267.5,1
1319219,913323,2023-11-15 22:52:09,Corrective,22.5,257909.8,0
1319220,910871,2025-11-30 23:20:06,Preventive,29.4,192720.31,1
1319221,910723,2025-03-12 23:44:16,Tire,80.4,276310.31,0
1319222,913690,2024-04-19 09:21:50,Preventive,42.3,109833.11,0
1319223,912360,2023-03-27 03:00:09,Tire,24.4,271062.34,0
1319224,911152,2025-01-03 19:23:36,Inspection,99.0,237503.41,0
1319225,911033,2024-04-22 12:45:21,Preventive,109.7,40114.71,0
1319226,912000,2023-02-08 05:46:53,Tire,79.2,177124.39,0
1319227,911951,2025-04-15 22:31:03,Corrective,45.2,71470.48,1
1319228,910381,2024-10-29 19:09:09,Tire,59.1,53084.44,0
1319229,912990,2024-09-08 20:18:34,Engine,59.4,60626.96,0
1319230,911151,2024-10-29 12:58:43,Preventive,20.9,83937.8,0
1319231,913470,2023-09-25 13:04:06,Engine,46.3,191075.91,0
1319232,910219,2024-09-08 09:10:51,Tire,95.7,18279.64,0
1319233,911250,2025-12-11 23:45:24,Preventive,39.3,126151.35,0
1319234,910349,2025-08-21 00:21:22,Engine,88.9,237673.14,0
1319235,912699,2023-04-13 02:04:09,Tire,31.7,133303.74,0
1319236,913575,2023-01-26 19:10:23,Preventive,29.1,76773.33,0
1319237,910632,2025-01-28 02:06:37,Preventive,98.8,91388.47,0
1319238,913448,2025-07-13 11:56:06,Corrective,112.4,217906.09,0
1319239,911093,2023-12-11 05:17:45,Engine,60.3,1131.05,0
1319240,912092,2024-03-17 00:23:42,Engine,21.9,295952.77,1
1319241,910310,2025-02-08 17:58:50,Preventive,70.9,290978.62,0
1319242,910939,2025-01-16 05:00:03,Preventive,95.8,223660.77,0
1319243,911788,2024-12-26 04:03:41,Corrective,98.2,210745.46,1
1319244,912649,2024-02-04 22:22:06,Preventive,62.2,4124.1,0
1319245,913494,2025-05-24 17:07:06,Preventive,57.6,262930.17,0
1319246,912364,2023-08-03 09:57:37,Inspection,93.5,291545.68,0
1319247,911464,2025-06-04 09:54:02,Preventive,38.7,296386.17,0
1319248,913888,2024-05-26 08:14:55,Engine,82.4,299110.8,0
1319249,912285,2025-05-26 21:33:14,Inspection,12.2,282060.18,0
1319250,911931,2023-03-26 16:12:50,Engine,32.4,174106.26,0
1319251,911800,2024-11-25 21:34:15,Inspection,31.0,185799.61,1
1319252,913355,2025-11-26 12:47:52,Inspection,35.0,275326.81,0
1319253,912209,2025-01-16 10:10:43,Corrective,69.6,244213.97,0
1319254,910652,2025-05-27 17:31:15,Inspection,66.4,177345.92,1
1319255,910232,2023-06-08 02:47:34,Tire,0.2,226126.13,0
1319256,912055,2024-10-15 19:46:39,Engine,5.4,116841.36,0
1319257,912819,2024-07-05 13:21:02,Tire,88.4,53901.16,1
1319258,910998,2023-02-15 09:44:07,Preventive,11.2,5039.14,0
1319259,910552,2024-07-19 07:47:00,Corrective,36.6,63962.06,0
1319260,911030,2024-03-25 15:46:31,Preventive,72.9,283118.93,1
1319261,912871,2024-11-06 15:04:22,Engine,26.0,119194.73,1
1319262,913706,2025-08-15 09:54:33,Preventive,14.5,222472.02,0
1319263,913344,2024-06-23 02:38:51,Corrective,4.3,135939.24,0
1319264,911636,2025-08-13 07:38:36,Preventive,14.2,290141.89,0
1319265,912087,2024-07-17 12:07:06,Corrective,97.2,104580.96,1
1319266,912464,2023-03-28 00:40:39,Corrective,50.9,175165.98,0
1319267,910358,2024-11-01 14:13:02,Inspection,51.7,261386.79,0
1319268,911888,2024-05-21 11:40:53,Preventive,79.6,287477.05,0
1319269,912566,2023-04-11 06:40:12,Tire,18.9,284034.99,0
1319270,911334,2024-04-03 22:05:17,Engine,113.8,289248.65,0
1319271,911467,2025-08-02 06:22:30,Corrective,61.7,133992.4,0
1319272,910837,2023-09-05 14:15:30,Corrective,0.6,176601.17,0
1319273,913986,2023-09-09 17:29:34,Corrective,49.8,166794.25,1
1319274,912180,2025-05-28 01:50:35,Inspection,54.1,9941.46,0
1319275,912839,2024-05-07 05:03:07,Inspection,28.4,272128.29,0
1319276,911725,2024-10-09 09:24:06,Preventive,54.4,63002.73,0
1319277,910260,2023-11-07 18:41:49,Corrective,111.4,194070.65,0
1319278,911448,2024-11-17 15:18:55,Tire,100.2,280710.97,0
1319279,910746,2023-03-11 09:38:17,Inspection,17.7,289725.57,0
1319280,913704,2024-09-25 00:37:55,Engine,39.3,149260.34,0
1319281,911913,2025-04-23 12:42:06,Tire,68.8,142485.04,0
1319282,913203,2024-09-06 01:37:54,Inspection,29.5,253339.9,0
1319283,913383,2025-08-20 14:57:05,Tire,21.5,253758.16,0
1319284,910140,2025-01-27 10:53:57,Engine,56.8,14441.02,0
1319285,910748,2025-07-15 06:24:57,Tire,55.3,108793.68,0
1319286,910567,2025-09-01 11:40:22,Tire,84.4,210285.63,0
1319287,912404,2024-06-15 11:39:01,Inspection,95.2,233789.82,0
1319288,911882,2025-09-17 17:23:11,Inspection,66.3,178810.42,0
1319289,913978,2023-02-08 01:18:44,Corrective,53.6,203913.39,1
1319290,910783,2025-10-09 12:50:53,Corrective,68.2,285323.48,0
1319291,912989,2023-06-12 21:08:00,Engine,2.2,106886.16,0
1319292,911735,2023-04-08 23:53:29,Engine,82.7,196339.63,0
1319293,911992,2025-07-03 11:59:36,Preventive,65.2,243722.6,1
1319294,912480,2025-04-29 00:40:32,Engine,39.8,51179.16,0
1319295,910206,2023-06-04 12:55:00,Corrective,60.5,11464.02,1
1319296,912024,2024-01-23 22:15:10,Inspection,36.4,80469.19,1
1319297,912455,2025-03-06 03:24:29,Inspection,111.5,37302.42,0
1319298,912900,2025-02-12 03:33:29,Inspection,1.6,213370.87,0
1319299,912308,2023-04-15 17:57:03,Preventive,99.6,182637.19,0
1319300,911112,2024-08-13 23:47:30,Tire,88.1,157177.48,0
1319301,911329,2023-01-23 18:26:39,Preventive,104.7,147840.88,0
1319302,911802,2025-10-18 23:47:37,Inspection,73.0,172587.14,0
1319303,913792,2024-01-13 02:48:46,Inspection,46.0,229313.66,1
1319304,910450,2023-07-22 11:14:27,Engine,35.0,223766.63,0
1319305,913882,2023-09-24 02:40:12,Corrective,36.0,81325.62,1
1319306,913373,2025-01-19 12:35:12,Tire,11.2,202100.68,0
1319307,913894,2023-04-28 19:58:30,Inspection,113.9,152072.27,0
1319308,910801,2025-06-29 10:11:07,Tire,44.4,46889.12,1
1319309,912457,2023-11-01 17:16:52,Inspection,38.7,271833.97,0
1319310,912946,2025-10-08 04:01:16,Preventive,110.0,185701.47,1
1319311,910794,2023-04-08 16:38:32,Preventive,40.3,152321.21,1
1319312,912047,2024-03-31 07:06:40,Preventive,52.5,246635.89,0
1319313,913813,2024-11-01 21:00:41,Tire,54.9,278439.21,0
1319314,913505,2025-12-02 13:54:41,Corrective,79.1,14162.99,1
1319315,913830,2024-04-04 05:20:59,Engine,47.4,236573.92,1
1319316,913150,2025-12-10 11:22:30,Inspection,87.4,282088.17,0
1319317,913047,2025-02-03 04:08:45,Preventive,44.3,59198.46,0
1319318,913065,2024-12-19 23:55:57,Corrective,64.5,120846.98,0
1319319,913312,2023-11-16 02:24:14,Engine,69.8,241759.23,1
1319320,913478,2024-10-24 19:59:09,Engine,48.5,83683.85,0
1319321,912361,2024-04-03 04:20:56,Corrective,41.5,41560.59,0
1319322,911997,2023-02-05 14:18:54,Preventive,95.6,107259.96,0
1319323,910756,2024-06-29 14:26:32,Tire,42.4,134955.81,1
1319324,913076,2023-07-02 19:24:07,Preventive,43.2,165193.56,1
1319325,910321,2023-01-21 20:21:23,Inspection,27.0,275460.87,1
1319326,912390,2024-10-18 14:41:47,Inspection,32.1,177473.86,0
1319327,913295,2023-04-20 22:41:11,Tire,108.3,248190.24,0
1319328,912490,2025-02-01 08:59:10,Inspection,21.9,155846.51,1
1319329,911041,2025-02-26 20:51:36,Inspection,104.6,189465.49,0
1319330,912261,2023-08-08 23:13:07,Tire,32.6,69466.63,0
1319331,913388,2023-11-03 17:54:03,Engine,86.8,262200.63,0
1319332,912426,2023-09-27 14:59:13,Tire,23.6,279438.32,0
1319333,911323,2024-01-01 13:09:55,Tire,88.8,202375.1,0
1319334,910415,2023-10-09 00:26:18,Preventive,9.3,135614.86,0
1319335,910947,2024-01-03 20:30:03,Inspection,69.1,35545.04,0
1319336,910444,2023-07-07 16:31:59,Corrective,42.8,7193.34,0
1319337,913920,2024-05-14 18:03:42,Tire,106.8,56623.19,0
1319338,910582,2023-09-26 08:13:24,Inspection,110.2,256106.57,0
1319339,913617,2025-09-22 19:53:00,Tire,66.0,276717.5,1
1319340,911695,2023-02-06 00:11:43,Corrective,102.1,1508.48,0
1319341,913086,2023-05-18 13:25:55,Engine,82.5,245681.63,0
1319342,911349,2023-11-01 16:06:19,Inspection,110.2,23178.43,0
1319343,913946,2023-06-21 05:52:26,Preventive,19.8,211198.23,0
1319344,912816,2023-12-13 03:04:24,Corrective,62.7,19339.62,0
1319345,912968,2023-02-09 19:32:11,Engine,75.8,174979.94,1
1319346,910735,2023-10-24 13:29:03,Preventive,54.7,214179.49,0
1319347,910431,2023-11-30 04:28:00,Tire,53.1,126998.92,0
1319348,911265,2025-02-13 02:42:26,Tire,116.3,132829.99,0
1319349,911201,2023-05-20 05:36:42,Inspection,23.2,280149.08,0
1319350,911129,2023-07-01 15:48:25,Inspection,6.9,248471.97,0
1319351,913884,2024-08-18 17:15:41,Engine,73.5,70779.86,0
1319352,911371,2024-06-10 18:21:48,Preventive,6.5,678.78,0
1319353,911621,2024-01-01 23:29:14,Inspection,16.7,20806.49,0
1319354,910669,2024-12-08 19:40:15,Corrective,54.4,10024.62,0
1319355,912378,2023-07-31 04:36:48,Tire,27.5,24582.12,1
1319356,913483,2024-10-05 01:14:19,Corrective,4.6,224850.22,0
1319357,911700,2025-07-16 22:02:05,Corrective,45.2,4222.79,0
1319358,912762,2024-05-30 00:21:46,Corrective,68.3,160452.04,0
1319359,910630,2023-04-10 21:23:09,Corrective,57.6,240850.75,0
1319360,912321,2025-05-24 23:59:16,Inspection,49.5,207014.12,0
1319361,911602,2024-11-09 10:25:38,Inspection,79.5,82195.95,0
1319362,912512,2025-07-11 02:49:48,Preventive,95.4,116192.03,0
1319363,913008,2023-02-11 01:08:38,Inspection,87.6,2998.49,0
1319364,910849,2025-03-16 03:24:03,Corrective,104.0,106409.55,0
1319365,913404,2025-12-30 14:28:50,Engine,69.7,57372.02,0
1319366,911173,2025-09-03 21:20:45,Inspection,45.7,171466.25,0
1319367,910146,2024-08-09 16:38:40,Inspection,115.7,49005.01,0
1319368,913557,2025-05-18 02:52:06,Preventive,102.1,226329.44,1
1319369,910361,2025-03-10 08:44:23,Engine,88.0,284590.95,1
1319370,913085,2023-04-16 21:23:03,Corrective,77.7,228390.92,1
1319371,911348,2024-04-28 11:30:58,Corrective,41.4,87970.91,0
1319372,911771,2025-02-23 11:18:36,Tire,97.9,265291.68,0
1319373,913583,2023-03-20 10:19:41,Tire,56.4,69154.48,0
1319374,911388,2024-04-11 11:00:35,Corrective,59.6,250253.06,0
1319375,913375,2023-06-18 22:29:33,Preventive,90.9,89571.6,1
1319376,910837,2023-11-07 06:45:29,Tire,108.7,131990.91,0
1319377,912819,2023-07-28 03:13:21,Preventive,105.5,199405.7,0
1319378,912708,2025-12-08 19:55:16,Tire,63.5,118663.82,0
1319379,911273,2024-04-16 13:11:13,Tire,71.9,274108.85,0
1319380,910833,2025-10-11 10:30:28,Engine,108.0,9812.38,0
1319381,911583,2023-09-22 20:31:40,Preventive,30.1,252655.42,0
1319382,913008,2024-03-26 21:10:06,Inspection,61.1,150312.88,0
1319383,913002,2024-06-21 13:58:16,Inspection,72.6,254704.81,0
1319384,912137,2025-02-06 18:02:15,Inspection,76.8,234842.86,0
1319385,910400,2024-07-23 06:18:58,Corrective,83.7,208135.31,0
1319386,911977,2023-04-04 10:57:21,Inspection,32.5,76211.58,0
1319387,911771,2024-03-17 18:50:39,Engine,95.2,142701.08,0
1319388,911394,2025-06-03 03:08:46,Inspection,62.3,208091.3,1
1319389,912147,2023-09-17 19:09:12,Corrective,41.7,288800.23,0
1319390,913560,2024-06-06 10:08:38,Corrective,36.2,152523.63,0
1319391,912292,2024-06-17 16:50:19,Engine,80.0,97500.24,0
1319392,911893,2024-09-11 12:11:02,Preventive,51.7,247093.84,0
1319393,913503,2024-11-15 09:25:31,Engine,30.9,277790.73,0
1319394,912540,2025-06-19 01:41:49,Preventive,66.2,146119.53,1
1319395,911054,2024-12-16 15:44:41,Inspection,53.5,293500.22,0
1319396,911878,2025-04-26 22:50:27,Engine,52.5,258503.89,1
1319397,910895,2024-08-25 11:41:46,Inspection,113.0,85996.09,0
1319398,913555,2025-09-25 21:58:30,Preventive,50.2,52853.97,0
1319399,910399,2024-02-25 14:00:54,Preventive,33.2,40409.64,1
1319400,910124,2025-10-15 18:06:06,Engine,33.0,283742.07,0
1319401,913947,2023-09-14 09:58:28,Engine,25.3,299851.14,1
1319402,912223,2024-08-09 23:25:55,Engine,57.5,232593.42,0
1319403,912618,2023-02-13 18:12:14,Inspection,62.1,35198.87,1
1319404,912205,2024-10-19 22:36:52,Preventive,26.8,15773.23,0
1319405,912088,2024-01-24 01:14:59,Tire,30.4,114955.7,0
1319406,911458,2024-09-02 11:11:52,Preventive,103.5,145490.97,0
1319407,913187,2023-10-24 19:08:24,Tire,17.1,29527.82,0
1319408,910898,2024-03-08 08:54:44,Engine,109.6,292772.94,1
1319409,913412,2024-09-05 19:06:48,Preventive,103.2,25782.72,0
1319410,912906,2023-03-19 18:45:52,Preventive,88.5,43128.41,0
1319411,913525,2025-12-14 21:56:24,Inspection,35.5,91944.84,0
1319412,910472,2025-01-01 06:55:56,Corrective,111.4,126233.02,0
1319413,913157,2023-10-20 15:39:27,Preventive,69.1,143648.11,0
1319414,911919,2025-01-10 03:16:42,Corrective,7.7,68236.73,1
1319415,910342,2025-07-22 19:54:32,Inspection,91.5,9653.64,0
1319416,913431,2023-10-02 00:20:49,Preventive,30.5,217592.07,0
1319417,911917,2024-12-15 01:36:24,Corrective,18.8,9114.6,0
1319418,911092,2023-07-02 15:41:54,Inspection,106.2,299392.01,0
1319419,913460,2024-10-14 10:10:42,Engine,69.6,3361.48,0
1319420,913957,2024-12-30 16:26:55,Engine,71.6,36731.39,0
1319421,913677,2023-06-13 21:59:18,Engine,102.8,64147.41,1
1319422,913362,2024-07-05 23:51:43,Engine,8.1,290378.66,0
1319423,913495,2023-06-23 11:10:55,Corrective,15.9,176477.95,0
1319424,913960,2023-08-25 00:49:10,Engine,105.9,173462.07,1
1319425,913911,2025-12-19 04:17:23,Tire,54.4,198556.84,0
1319426,910133,2023-02-01 05:13:16,Engine,119.6,56868.09,0
1319427,910274,2025-01-17 21:48:35,Preventive,119.6,60896.15,0
1319428,912676,2023-03-29 04:20:27,Inspection,72.8,239875.17,0
1319429,912570,2024-05-29 18:49:06,Tire,118.3,1908.36,0
1319430,911226,2024-09-06 19:27:41,Preventive,65.4,58369.73,0
1319431,910353,2023-12-31 22:47:30,Preventive,9.7,142763.32,0
1319432,913835,2023-07-28 11:21:05,Corrective,21.6,59775.06,0
1319433,913084,2023-05-31 21:52:54,Inspection,94.3,185824.23,1
1319434,911689,2024-02-07 01:52:15,Inspection,62.8,275770.21,0
1319435,910935,2024-03-11 20:51:58,Tire,91.3,210061.27,0
1319436,910498,2025-05-17 12:33:45,Tire,3.3,254585.27,0
1319437,910291,2023-09-24 06:24:49,Inspection,109.9,211329.66,0
1319438,912449,2025-05-26 10:07:25,Preventive,18.1,257555.41,0
1319439,911052,2025-07-30 19:00:46,Inspection,105.8,233052.78,0
1319440,913494,2025-09-13 20:12:05,Preventive,26.2,137638.58,0
1319441,912532,2024-10-09 07:53:23,Corrective,17.5,193030.66,0
1319442,912173,2023-06-09 21:12:26,Tire,79.9,271534.44,0
1319443,912521,2023-07-05 04:29:36,Corrective,119.4,286706.41,0
1319444,910514,2024-09-27 13:25:15,Tire,67.6,115348.26,0
1319445,913426,2023-07-08 15:35:39,Inspection,41.8,193832.09,1
1319446,910947,2024-07-05 05:40:09,Preventive,12.2,178246.61,0
1319447,911662,2024-07-18 10:13:08,Inspection,24.3,151435.89,0
1319448,912867,2023-11-07 18:29:44,Tire,18.6,154815.39,0
1319449,912878,2023-02-26 05:45:54,Inspection,17.4,149437.36,0
1319450,912576,2023-09-29 17:27:00,Corrective,83.0,221331.6,0
1319451,912897,2023-12-06 18:29:22,Preventive,59.1,106749.72,0
1319452,913194,2023-05-11 15:19:34,Preventive,10.4,176284.18,1
1319453,911107,2023-11-09 09:55:22,Corrective,70.3,89965.54,0
1319454,912392,2024-06-08 10:09:04,Preventive,11.2,98037.14,1
1319455,913312,2025-10-27 19:52:00,Tire,11.0,8041.88,0
1319456,910113,2023-02-22 17:23:07,Preventive,31.1,157649.93,0
1319457,914000,2023-02-23 10:43:19,Preventive,17.9,190095.05,0
1319458,912738,2025-10-03 17:32:56,Preventive,1.1,215435.13,0
1319459,913664,2024-03-09 23:33:26,Engine,39.3,43604.43,0
1319460,910137,2023-07-26 03:14:19,Tire,25.7,5169.55,0
1319461,911759,2023-07-27 13:11:18,Engine,52.5,263896.0,0
1319462,912290,2023-03-23 17:40:33,Corrective,28.9,8237.25,0
1319463,913951,2023-11-30 06:08:32,Tire,7.9,245412.48,0
1319464,913833,2024-01-23 17:29:06,Tire,6.0,237016.58,0
1319465,911086,2025-02-05 18:07:30,Preventive,91.8,166637.88,0
1319466,910520,2025-02-12 14:45:27,Engine,39.9,12223.03,0
1319467,913907,2025-12-10 11:02:24,Inspection,83.5,242270.57,0
1319468,910186,2023-02-27 16:47:23,Tire,83.6,125309.29,0
1319469,912925,2023-02-23 01:47:05,Inspection,103.9,263462.17,0
1319470,912791,2025-01-17 09:24:50,Preventive,114.9,99909.56,1
1319471,911564,2023-08-28 10:35:30,Preventive,70.3,29340.83,0
1319472,912936,2024-08-31 13:30:45,Engine,23.6,61728.79,0
1319473,913406,2024-08-14 01:52:26,Engine,43.9,133766.76,0
1319474,911737,2025-03-07 22:58:06,Engine,81.4,215959.4,0
1319475,912546,2023-08-03 22:36:54,Inspection,7.6,24772.41,0
1319476,913958,2023-01-30 02:12:12,Tire,113.2,94188.86,0
1319477,911315,2023-01-21 09:05:18,Preventive,7.7,78489.32,0
1319478,910484,2023-10-21 01:49:17,Preventive,25.2,242649.28,0
1319479,912568,2024-06-13 18:50:41,Inspection,0.6,179356.58,0
1319480,910817,2023-08-24 05:38:51,Tire,46.9,180757.6,1
1319481,910162,2024-07-20 02:20:43,Tire,53.5,165210.82,0
1319482,911668,2025-03-23 06:06:51,Corrective,103.2,11666.15,0
1319483,912079,2024-08-28 09:03:24,Tire,105.2,88891.55,0
1319484,910953,2025-09-16 15:10:03,Inspection,71.8,269361.08,0
1319485,910850,2023-01-30 10:31:48,Preventive,102.8,284732.7,0
1319486,911639,2024-04-18 05:05:46,Inspection,37.8,17357.23,1
1319487,911396,2024-02-25 06:59:46,Engine,21.8,38685.24,1
1319488,912625,2023-07-28 15:18:41,Tire,31.9,219707.11,0
1319489,911560,2023-07-03 10:08:20,Engine,103.8,151713.73,0
1319490,913318,2025-02-15 16:27:29,Corrective,93.2,209523.41,0
1319491,912355,2024-04-29 23:45:02,Inspection,3.8,288138.72,0
1319492,911404,2024-01-13 03:30:47,Engine,104.0,109760.24,1
1319493,913986,2024-12-31 14:38:39,Tire,31.1,234205.09,1
1319494,912178,2025-05-11 20:10:06,Tire,26.3,166746.64,0
1319495,910491,2024-04-30 08:02:13,Engine,56.3,296605.8,0
1319496,910215,2025-10-16 21:52:40,Engine,55.7,65721.65,0
1319497,912244,2023-03-22 10:00:53,Inspection,61.8,259769.71,0
1319498,912828,2023-08-15 02:39:07,Preventive,101.1,91979.09,1
1319499,913477,2025-02-08 18:25:13,Inspection,3.7,15928.96,0
1319500,913797,2025-02-02 02:58:07,Tire,108.2,204459.94,1
1319501,910166,2025-11-03 05:45:11,Corrective,76.3,76484.53,0
1319502,910505,2023-08-31 11:11:06,Inspection,18.1,67607.24,0
1319503,910051,2025-10-25 08:33:58,Preventive,10.5,12534.49,0
1319504,911674,2024-12-17 22:55:58,Corrective,98.3,244215.94,0
1319505,913370,2023-01-04 17:25:01,Tire,101.1,17538.22,0
1319506,911170,2024-10-23 04:06:05,Preventive,62.9,142962.94,0
1319507,911551,2024-07-10 02:41:16,Engine,10.7,59055.93,0
1319508,912938,2025-11-26 08:50:06,Inspection,98.9,108595.05,1
1319509,912394,2024-10-23 09:03:50,Corrective,78.2,28074.56,0
1319510,913040,2024-11-28 23:21:16,Tire,82.3,8106.69,0
1319511,913486,2025-07-16 11:41:26,Inspection,17.8,3475.71,0
1319512,913311,2025-04-14 16:11:21,Corrective,94.0,250268.71,0
1319513,912935,2025-08-09 16:55:44,Inspection,50.2,98045.28,0
1319514,912918,2025-10-28 22:44:48,Preventive,84.9,233557.81,0
1319515,912916,2025-08-31 04:35:04,Tire,93.0,281699.87,0
1319516,910153,2024-04-16 08:42:52,Tire,59.3,112111.75,0
1319517,913895,2025-03-06 05:16:03,Tire,65.5,283347.06,0
1319518,913788,2024-09-26 07:44:36,Tire,81.4,196352.61,1
1319519,912861,2025-06-27 14:43:00,Engine,56.5,113061.72,0
1319520,911380,2023-09-05 10:55:06,Inspection,52.2,73125.13,0
1319521,911258,2023-01-04 05:31:45,Engine,41.1,26944.27,0
1319522,911693,2025-12-02 19:05:41,Inspection,32.5,260237.45,1
1319523,912396,2023-08-25 11:53:46,Inspection,76.0,230157.76,0
1319524,910916,2023-05-18 15:27:37,Engine,116.1,227814.08,0
1319525,912851,2023-05-12 06:33:55,Tire,101.5,155528.73,0
1319526,913588,2025-03-14 05:48:51,Corrective,24.2,99196.06,0
1319527,911501,2024-01-05 17:30:02,Corrective,88.1,179125.58,0
1319528,910629,2025-06-16 19:01:38,Engine,71.0,70371.35,1
1319529,911069,2025-01-04 00:35:23,Tire,17.1,3310.45,1
1319530,910693,2024-02-21 21:39:49,Corrective,55.0,267865.76,0
1319531,911902,2025-11-27 02:42:46,Inspection,102.6,148090.15,0
1319532,913786,2023-12-10 11:48:09,Inspection,1.5,198352.56,0
1319533,910265,2023-04-26 21:28:36,Tire,114.9,231692.28,0
1319534,910352,2024-03-20 10:00:47,Inspection,39.6,108528.39,0
1319535,911511,2025-11-17 18:47:20,Preventive,65.2,237804.2,0
1319536,912895,2025-12-06 22:01:48,Engine,110.3,266565.5,0
1319537,912209,2024-12-09 02:31:55,Engine,22.4,164813.43,0
1319538,910874,2024-06-10 00:14:44,Engine,21.3,115948.63,0
1319539,911718,2025-06-29 00:28:55,Engine,53.3,162186.03,0
1319540,911591,2025-08-05 20:02:35,Tire,46.8,61257.5,0
1319541,912625,2025-06-30 06:12:17,Tire,68.4,192150.63,0
1319542,910170,2023-11-05 23:49:12,Corrective,30.9,19246.79,0
1319543,910997,2025-04-15 09:22:42,Preventive,86.6,41611.76,1
1319544,912122,2024-01-02 06:46:32,Engine,46.1,131474.0,0
1319545,910987,2024-11-18 23:10:16,Corrective,33.7,247596.77,0
1319546,913870,2025-07-15 03:27:14,Tire,89.1,95193.22,0
1319547,912368,2025-08-04 19:03:36,Tire,56.2,157083.63,0
1319548,912508,2024-06-18 03:12:07,Corrective,33.8,285477.29,1
1319549,910225,2024-11-27 08:24:56,Engine,115.2,274701.64,0
1319550,913388,2024-03-08 08:22:26,Tire,15.0,292950.65,0
1319551,912283,2024-09-07 15:14:46,Tire,16.7,281842.44,1
1319552,910653,2024-03-01 15:37:01,Inspection,119.8,105023.11,0
1319553,910472,2024-05-29 20:53:36,Inspection,0.8,284362.28,1
1319554,911395,2024-08-09 07:27:56,Corrective,21.9,120611.93,0
1319555,913322,2024-12-23 21:53:41,Engine,50.1,271115.12,0
1319556,911825,2024-10-10 01:11:52,Engine,95.0,200250.11,0
1319557,910263,2023-12-17 11:55:25,Preventive,119.5,266691.4,0
1319558,913013,2024-12-03 10:22:02,Inspection,28.4,109327.54,0
1319559,910445,2024-01-20 11:34:40,Engine,98.8,148519.53,0
1319560,910925,2023-02-22 02:19:30,Engine,20.1,257784.08,1
1319561,912307,2025-03-29 03:29:38,Tire,100.4,40810.57,0
1319562,911018,2025-09-05 13:11:10,Preventive,56.3,192249.76,1
1319563,913512,2023-10-05 15:38:33,Inspection,29.8,135704.52,1
1319564,912101,2024-06-19 23:12:54,Engine,1.9,43803.16,1
1319565,910554,2023-02-13 07:18:13,Tire,28.9,37836.22,0
1319566,913575,2025-04-16 00:00:54,Inspection,83.1,272406.83,0
1319567,910960,2024-07-05 00:55:46,Engine,6.8,129685.24,0
1319568,911834,2025-04-05 20:32:25,Corrective,117.2,67283.26,0
1319569,912094,2023-11-08 16:55:14,Engine,31.7,156398.43,0
1319570,910413,2023-11-16 17:30:30,Corrective,7.6,38141.14,1
1319571,910764,2024-08-05 10:27:34,Corrective,13.9,60355.98,1
1319572,911739,2024-12-20 01:18:33,Tire,110.8,222173.15,0
1319573,911152,2024-06-08 12:12:07,Tire,72.2,53279.05,1
1319574,911087,2025-08-11 14:21:10,Inspection,47.4,53056.25,0
