Driver_ID,Driver_Name,Age,Experience_Years,Region,Safety_Score,Safety_Category
905057,Driver_5056,27,15,Central,63.0,Average
905058,Driver_5057,40,29,West,67.4,Average
905059,Driver_5058,47,22,West,84.0,Good
905060,Driver_5059,56,24,North,71.0,Average
905061,Driver_5060,53,23,North,76.4,Good
905062,Driver_5061,26,27,East,88.3,Good
905063,Driver_5062,42,20,North,61.4,Average
905064,Driver_5063,36,20,Central,83.3,Good
905065,Driver_5064,46,12,West,50.4,Low
905066,Driver_5065,53,17,East,71.6,Average
905067,Driver_5066,54,2,Central,89.6,Good
905068,Driver_5067,60,16,Central,97.0,Excellent
905069,Driver_5068,58,10,South,56.5,Low
905070,Driver_5069,33,20,West,73.9,Average
905071,Driver_5070,37,16,Central,65.3,Average
905072,Driver_5071,43,11,East,64.6,Average
905073,Driver_5072,52,13,South,79.7,Good
905074,Driver_5073,21,7,South,69.8,Average
905075,Driver_5074,34,20,West,51.3,Low
905076,Driver_5075,42,29,Central,63.8,Average
905077,Driver_5076,43,2,East,56.0,Low
905078,Driver_5077,50,0,East,89.1,Good
905079,Driver_5078,50,4,West,75.6,Good
905080,Driver_5079,53,8,East,55.6,Low
905081,Driver_5080,29,29,North,69.3,Average
905082,Driver_5081,43,27,East,89.4,Good
905083,Driver_5082,50,27,West,72.1,Average
905084,Driver_5083,46,27,North,83.2,Good
905085,Driver_5084,43,16,South,90.6,Excellent
905086,Driver_5085,25,18,Central,83.9,Good
905087,Driver_5086,27,1,Central,51.1,Low
905088,Driver_5087,45,4,Central,62.3,Average
905089,Driver_5088,54,6,Central,83.6,Good
905090,Driver_5089,31,28,South,68.8,Average
905091,Driver_5090,61,0,West,82.5,Good
905092,Driver_5091,47,19,West,55.8,Low
905093,Driver_5092,59,4,West,75.5,Good
905094,Driver_5093,31,8,North,53.7,Low
905095,Driver_5094,47,10,North,58.3,Low
905096,Driver_5095,61,2,West,56.6,Low
905097,Driver_5096,39,27,North,96.8,Excellent
905098,Driver_5097,27,26,South,88.8,Good
905099,Driver_5098,61,23,North,80.3,Good
905100,Driver_5099,24,13,East,94.6,Excellent
905101,Driver_5100,36,16,Central,51.4,Low
905102,Driver_5101,29,13,East,93.8,Excellent
905103,Driver_5102,24,11,South,71.7,Average
905104,Driver_5103,31,7,West,51.4,Low
905105,Driver_5104,21,24,North,86.5,Good
905106,Driver_5105,57,24,South,98.7,Excellent
905107,Driver_5106,41,2,South,61.6,Average
905108,Driver_5107,56,26,North,78.7,Good
905109,Driver_5108,50,17,South,59.7,Low
905110,Driver_5109,36,25,North,57.3,Low
905111,Driver_5110,48,26,West,51.2,Low
905112,Driver_5111,22,16,West,53.3,Low
905113,Driver_5112,43,18,North,80.7,Good
905114,Driver_5113,61,0,North,67.7,Average
905115,Driver_5114,35,0,South,64.4,Average
905116,Driver_5115,63,5,South,67.8,Average
905117,Driver_5116,40,1,North,67.0,Average
905118,Driver_5117,63,19,West,87.6,Good
905119,Driver_5118,62,10,West,70.7,Average
905120,Driver_5119,21,7,North,64.3,Average
905121,Driver_5120,35,16,Central,65.9,Average
905122,Driver_5121,49,22,Central,72.0,Average
905123,Driver_5122,58,23,West,85.5,Good
905124,Driver_5123,39,5,South,87.8,Good
905125,Driver_5124,38,14,North,100.0,Excellent
905126,Driver_5125,49,7,East,68.9,Average
905127,Driver_5126,37,5,East,72.9,Average
905128,Driver_5127,31,6,South,72.2,Average
905129,Driver_5128,54,29,North,79.6,Good
905130,Driver_5129,32,1,West,52.9,Low
905131,Driver_5130,23,24,North,86.2,Good
905132,Driver_5131,44,8,Central,58.2,Low
905133,Driver_5132,41,14,North,52.8,Low
905134,Driver_5133,40,10,East,71.3,Average
905135,Driver_5134,53,28,North,64.2,Average
905136,Driver_5135,30,29,West,54.8,Low
905137,Driver_5136,55,4,East,76.4,Good
905138,Driver_5137,43,17,South,76.9,Good
905139,Driver_5138,60,10,Central,64.3,Average
905140,Driver_5139,43,16,East,57.2,Low
905141,Driver_5140,24,6,West,52.0,Low
905142,Driver_5141,24,30,West,82.9,Good
905143,Driver_5142,39,12,Central,99.7,Excellent
905144,Driver_5143,24,21,South,89.9,Good
905145,Driver_5144,47,1,West,88.6,Good
905146,Driver_5145,46,7,East,54.1,Low
905147,Driver_5146,26,2,Central,86.9,Good
905148,Driver_5147,54,29,West,88.1,Good
905149,Driver_5148,57,2,West,82.6,Good
905150,Driver_5149,40,18,South,56.2,Low
905151,Driver_5150,49,22,South,59.6,Low
905152,Driver_5151,54,29,West,57.0,Low
905153,Driver_5152,31,15,Central,86.1,Good
905154,Driver_5153,53,12,West,83.2,Good
905155,Driver_5154,55,21,Central,60.7,Average
905156,Driver_5155,38,25,Central,87.4,Good
905157,Driver_5156,58,17,East,51.8,Low
905158,Driver_5157,25,12,Central,86.7,Good
905159,Driver_5158,25,19,North,98.6,Excellent
905160,Driver_5159,32,25,East,76.5,Good
905161,Driver_5160,42,18,South,61.6,Average
905162,Driver_5161,41,12,East,80.8,Good
905163,Driver_5162,41,25,East,59.2,Low
905164,Driver_5163,29,11,East,69.9,Average
905165,Driver_5164,30,1,Central,64.1,Average
905166,Driver_5165,36,13,South,58.1,Low
905167,Driver_5166,60,30,West,95.0,Excellent
905168,Driver_5167,36,12,East,52.4,Low
905169,Driver_5168,30,13,South,54.5,Low
905170,Driver_5169,48,17,East,92.5,Excellent
905171,Driver_5170,21,20,West,99.6,Excellent
905172,Driver_5171,55,28,West,70.2,Average
905173,Driver_5172,53,1,East,56.8,Low
905174,Driver_5173,45,4,North,89.0,Good
905175,Driver_5174,28,25,East,63.7,Average
905176,Driver_5175,31,30,Central,50.8,Low
905177,Driver_5176,37,8,East,63.1,Average
905178,Driver_5177,61,22,South,79.3,Good
905179,Driver_5178,32,11,South,65.3,Average
905180,Driver_5179,37,24,East,88.4,Good
905181,Driver_5180,44,21,East,50.8,Low
905182,Driver_5181,45,21,South,51.3,Low
905183,Driver_5182,42,22,West,65.1,Average
905184,Driver_5183,38,26,North,63.6,Average
905185,Driver_5184,43,1,South,82.8,Good
905186,Driver_5185,29,17,East,83.9,Good
905187,Driver_5186,52,22,West,81.5,Good
905188,Driver_5187,30,5,East,78.9,Good
905189,Driver_5188,23,25,Central,100.0,Excellent
905190,Driver_5189,21,1,Central,71.7,Average
905191,Driver_5190,45,16,Central,70.2,Average
905192,Driver_5191,21,10,East,50.3,Low
905193,Driver_5192,50,5,South,78.4,Good
905194,Driver_5193,33,3,North,82.6,Good
905195,Driver_5194,23,11,North,71.0,Average
905196,Driver_5195,37,19,East,91.9,Excellent
905197,Driver_5196,26,4,North,51.4,Low
905198,Driver_5197,33,21,South,96.3,Excellent
905199,Driver_5198,59,0,East,88.5,Good
905200,Driver_5199,36,24,South,56.4,Low
905201,Driver_5200,48,20,Central,73.8,Average
905202,Driver_5201,21,18,South,96.6,Excellent
905203,Driver_5202,62,18,South,60.7,Average
905204,Driver_5203,41,27,East,68.4,Average
905205,Driver_5204,40,16,North,60.6,Average
905206,Driver_5205,54,14,Central,91.0,Excellent
905207,Driver_5206,60,1,North,88.2,Good
905208,Driver_5207,24,28,Central,97.5,Excellent
905209,Driver_5208,37,5,West,68.2,Average
905210,Driver_5209,22,14,Central,85.1,Good
905211,Driver_5210,32,24,West,57.6,Low
905212,Driver_5211,38,2,South,59.2,Low
905213,Driver_5212,40,13,North,86.3,Good
905214,Driver_5213,62,20,North,70.9,Average
905215,Driver_5214,21,15,South,55.9,Low
905216,Driver_5215,63,6,West,66.0,Average
905217,Driver_5216,21,16,East,60.1,Average
905218,Driver_5217,22,15,East,95.7,Excellent
905219,Driver_5218,44,0,West,93.1,Excellent
905220,Driver_5219,36,0,North,84.0,Good
905221,Driver_5220,37,1,West,97.6,Excellent
905222,Driver_5221,56,2,East,69.1,Average
905223,Driver_5222,51,21,North,55.1,Low
905224,Driver_5223,53,6,Central,72.8,Average
905225,Driver_5224,30,17,West,62.4,Average
905226,Driver_5225,35,15,North,87.0,Good
905227,Driver_5226,61,17,South,99.9,Excellent
905228,Driver_5227,28,19,West,65.2,Average
905229,Driver_5228,54,3,West,97.3,Excellent
905230,Driver_5229,29,4,East,51.3,Low
905231,Driver_5230,48,14,East,51.0,Low
905232,Driver_5231,51,13,North,79.5,Good
905233,Driver_5232,60,17,Central,74.4,Average
905234,Driver_5233,31,9,South,57.1,Low
905235,Driver_5234,46,23,West,67.7,Average
905236,Driver_5235,22,30,North,99.6,Excellent
905237,Driver_5236,43,4,North,79.9,Good
905238,Driver_5237,58,12,East,76.7,Good
905239,Driver_5238,51,1,North,95.5,Excellent
905240,Driver_5239,48,14,North,69.2,Average
905241,Driver_5240,54,8,East,61.6,Average
905242,Driver_5241,39,21,South,82.4,Good
905243,Driver_5242,58,23,West,82.9,Good
905244,Driver_5243,60,6,North,53.3,Low
905245,Driver_5244,50,13,South,57.4,Low
905246,Driver_5245,58,6,West,52.1,Low
905247,Driver_5246,35,29,East,87.7,Good
905248,Driver_5247,25,10,North,57.3,Low
905249,Driver_5248,28,1,East,98.8,Excellent
905250,Driver_5249,45,28,Central,61.9,Average
905251,Driver_5250,39,29,East,59.0,Low
905252,Driver_5251,33,18,South,58.1,Low
905253,Driver_5252,32,2,North,97.3,Excellent
905254,Driver_5253,24,6,Central,71.9,Average
905255,Driver_5254,49,18,South,56.4,Low
905256,Driver_5255,60,3,Central,76.3,Good
905257,Driver_5256,55,10,West,79.3,Good
905258,Driver_5257,27,6,Central,80.5,Good
905259,Driver_5258,24,6,North,57.0,Low
905260,Driver_5259,62,8,West,67.1,Average
905261,Driver_5260,51,26,East,57.1,Low
905262,Driver_5261,39,0,South,73.0,Average
905263,Driver_5262,34,23,Central,87.3,Good
905264,Driver_5263,29,7,Central,52.3,Low
905265,Driver_5264,32,9,South,77.6,Good
905266,Driver_5265,49,20,Central,53.1,Low
905267,Driver_5266,32,18,South,69.4,Average
905268,Driver_5267,22,3,Central,55.2,Low
905269,Driver_5268,58,16,South,50.2,Low
905270,Driver_5269,53,25,Central,55.9,Low
905271,Driver_5270,46,25,West,79.7,Good
905272,Driver_5271,46,4,West,98.8,Excellent
905273,Driver_5272,28,25,South,83.1,Good
905274,Driver_5273,54,1,West,68.3,Average
905275,Driver_5274,38,26,West,64.5,Average
905276,Driver_5275,42,18,South,68.8,Average
905277,Driver_5276,26,13,West,74.8,Average
905278,Driver_5277,44,20,East,91.9,Excellent
905279,Driver_5278,21,14,South,62.5,Average
905280,Driver_5279,53,22,West,63.8,Average
905281,Driver_5280,43,21,Central,91.7,Excellent
905282,Driver_5281,44,2,North,72.1,Average
905283,Driver_5282,38,6,East,90.3,Excellent
905284,Driver_5283,43,21,Central,51.3,Low
905285,Driver_5284,36,11,East,58.5,Low
905286,Driver_5285,28,2,South,77.2,Good
905287,Driver_5286,45,17,South,65.7,Average
905288,Driver_5287,27,12,South,97.6,Excellent
905289,Driver_5288,50,7,Central,63.8,Average
905290,Driver_5289,49,13,Central,94.1,Excellent
905291,Driver_5290,35,13,East,81.5,Good
905292,Driver_5291,61,7,North,65.2,Average
905293,Driver_5292,56,7,West,97.3,Excellent
905294,Driver_5293,59,28,South,63.9,Average
905295,Driver_5294,28,9,Central,56.3,Low
905296,Driver_5295,36,13,Central,96.6,Excellent
905297,Driver_5296,59,0,West,95.6,Excellent
905298,Driver_5297,33,5,West,87.0,Good
905299,Driver_5298,53,12,Central,66.1,Average
905300,Driver_5299,35,8,West,72.7,Average
905301,Driver_5300,38,15,West,61.2,Average
905302,Driver_5301,33,5,Central,57.9,Low
905303,Driver_5302,49,6,South,97.4,Excellent
905304,Driver_5303,50,10,Central,73.9,Average
905305,Driver_5304,21,26,North,54.7,Low
905306,Driver_5305,34,4,South,79.8,Good
905307,Driver_5306,41,18,Central,54.6,Low
905308,Driver_5307,55,6,South,73.9,Average
905309,Driver_5308,35,23,West,90.8,Excellent
905310,Driver_5309,32,2,Central,90.6,Excellent
905311,Driver_5310,39,20,East,96.1,Excellent
905312,Driver_5311,39,30,North,77.2,Good
905313,Driver_5312,40,15,North,88.7,Good
905314,Driver_5313,53,22,Central,66.5,Average
905315,Driver_5314,55,29,North,77.6,Good
905316,Driver_5315,61,18,Central,77.7,Good
905317,Driver_5316,51,24,West,77.0,Good
905318,Driver_5317,51,1,East,73.1,Average
905319,Driver_5318,45,30,North,61.9,Average
905320,Driver_5319,37,30,East,78.3,Good
905321,Driver_5320,36,16,West,90.0,Good
905322,Driver_5321,36,8,West,69.7,Average
905323,Driver_5322,21,13,East,60.5,Average
905324,Driver_5323,23,18,South,66.1,Average
905325,Driver_5324,37,18,Central,61.4,Average
905326,Driver_5325,32,12,Central,71.1,Average
905327,Driver_5326,30,26,East,96.0,Excellent
905328,Driver_5327,23,12,South,85.7,Good
905329,Driver_5328,34,20,South,50.1,Low
905330,Driver_5329,48,3,North,61.9,Average
905331,Driver_5330,43,11,Central,65.4,Average
905332,Driver_5331,49,29,Central,53.4,Low
905333,Driver_5332,36,3,East,61.8,Average
905334,Driver_5333,51,0,South,60.3,Average
905335,Driver_5334,52,18,South,90.6,Excellent
905336,Driver_5335,47,0,South,62.9,Average
905337,Driver_5336,51,24,North,94.9,Excellent
905338,Driver_5337,48,25,North,85.1,Good
905339,Driver_5338,54,30,North,61.7,Average
905340,Driver_5339,39,23,Central,53.9,Low
905341,Driver_5340,60,8,East,84.0,Good
905342,Driver_5341,27,3,South,70.3,Average
905343,Driver_5342,60,0,East,54.3,Low
905344,Driver_5343,30,29,North,50.8,Low
905345,Driver_5344,49,13,East,73.0,Average
905346,Driver_5345,37,12,Central,74.1,Average
905347,Driver_5346,62,11,North,73.7,Average
905348,Driver_5347,56,19,West,98.1,Excellent
905349,Driver_5348,22,30,North,96.4,Excellent
905350,Driver_5349,56,24,West,72.8,Average
905351,Driver_5350,56,9,West,64.6,Average
905352,Driver_5351,34,11,North,89.7,Good
905353,Driver_5352,34,14,East,77.5,Good
905354,Driver_5353,32,2,East,98.5,Excellent
905355,Driver_5354,34,5,East,58.0,Low
905356,Driver_5355,45,25,Central,60.3,Average
905357,Driver_5356,57,2,North,75.7,Good
905358,Driver_5357,48,19,Central,98.6,Excellent
905359,Driver_5358,48,29,North,59.9,Low
905360,Driver_5359,23,2,South,59.6,Low
905361,Driver_5360,60,18,West,91.3,Excellent
905362,Driver_5361,46,26,Central,75.2,Good
905363,Driver_5362,36,10,North,95.1,Excellent
905364,Driver_5363,32,20,Central,53.5,Low
905365,Driver_5364,40,22,Central,91.2,Excellent
905366,Driver_5365,33,2,Central,76.5,Good
905367,Driver_5366,46,25,North,81.8,Good
905368,Driver_5367,59,15,South,56.8,Low
905369,Driver_5368,53,17,West,75.5,Good
905370,Driver_5369,21,12,North,80.6,Good
905371,Driver_5370,59,9,Central,97.6,Excellent
905372,Driver_5371,63,0,Central,86.2,Good
905373,Driver_5372,60,9,South,66.5,Average
905374,Driver_5373,55,23,Central,84.2,Good
905375,Driver_5374,58,13,Central,97.8,Excellent
905376,Driver_5375,22,24,South,96.1,Excellent
905377,Driver_5376,56,16,South,96.4,Excellent
905378,Driver_5377,34,2,East,90.2,Excellent
905379,Driver_5378,25,2,West,74.9,Average
905380,Driver_5379,27,25,South,60.9,Average
905381,Driver_5380,38,4,West,87.0,Good
905382,Driver_5381,56,16,South,75.7,Good
905383,Driver_5382,32,8,West,71.9,Average
905384,Driver_5383,38,13,East,76.2,Good
905385,Driver_5384,32,24,Central,64.4,Average
905386,Driver_5385,46,19,Central,82.9,Good
905387,Driver_5386,31,10,East,73.1,Average
905388,Driver_5387,42,0,West,60.5,Average
905389,Driver_5388,59,17,West,73.5,Average
905390,Driver_5389,37,21,East,72.4,Average
905391,Driver_5390,33,9,Central,61.9,Average
905392,Driver_5391,40,0,East,57.1,Low
905393,Driver_5392,48,10,West,96.4,Excellent
905394,Driver_5393,57,22,East,72.6,Average
905395,Driver_5394,44,12,South,56.2,Low
905396,Driver_5395,39,15,West,54.8,Low
905397,Driver_5396,58,8,North,69.7,Average
905398,Driver_5397,25,10,Central,60.9,Average
905399,Driver_5398,35,11,North,88.0,Good
905400,Driver_5399,48,6,Central,90.8,Excellent
905401,Driver_5400,57,11,West,97.4,Excellent
905402,Driver_5401,29,4,South,80.2,Good
905403,Driver_5402,48,17,East,54.7,Low
905404,Driver_5403,49,15,West,58.9,Low
905405,Driver_5404,60,27,West,69.0,Average
905406,Driver_5405,50,4,North,97.6,Excellent
905407,Driver_5406,48,0,South,89.1,Good
905408,Driver_5407,22,28,West,65.6,Average
905409,Driver_5408,32,5,Central,54.2,Low
905410,Driver_5409,54,1,East,98.6,Excellent
905411,Driver_5410,41,7,East,98.8,Excellent
905412,Driver_5411,25,10,West,78.8,Good
905413,Driver_5412,40,3,West,92.8,Excellent
905414,Driver_5413,31,15,North,52.8,Low
905415,Driver_5414,23,27,North,75.5,Good
905416,Driver_5415,32,8,South,94.3,Excellent
905417,Driver_5416,56,29,West,58.5,Low
905418,Driver_5417,57,19,North,82.0,Good
905419,Driver_5418,50,9,North,97.2,Excellent
905420,Driver_5419,36,26,West,95.7,Excellent
905421,Driver_5420,43,25,West,90.1,Excellent
905422,Driver_5421,39,22,West,75.7,Good
905423,Driver_5422,59,25,North,86.1,Good
905424,Driver_5423,51,16,West,76.0,Good
905425,Driver_5424,29,20,West,63.1,Average
905426,Driver_5425,48,14,South,76.0,Good
905427,Driver_5426,45,11,West,54.9,Low
905428,Driver_5427,54,14,North,78.8,Good
905429,Driver_5428,45,4,Central,82.6,Good
905430,Driver_5429,46,13,East,61.7,Average
905431,Driver_5430,32,13,West,54.8,Low
905432,Driver_5431,44,24,East,85.9,Good
905433,Driver_5432,27,16,Central,84.0,Good
905434,Driver_5433,28,7,Central,87.4,Good
905435,Driver_5434,25,1,South,82.7,Good
905436,Driver_5435,39,4,Central,68.5,Average
905437,Driver_5436,56,5,North,82.0,Good
905438,Driver_5437,40,11,Central,60.1,Average
905439,Driver_5438,44,11,Central,89.7,Good
905440,Driver_5439,28,18,West,58.3,Low
905441,Driver_5440,39,7,West,67.7,Average
905442,Driver_5441,48,18,South,57.0,Low
905443,Driver_5442,41,11,Central,74.2,Average
905444,Driver_5443,30,30,South,62.9,Average
905445,Driver_5444,62,6,Central,78.9,Good
905446,Driver_5445,29,26,North,58.8,Low
905447,Driver_5446,59,8,North,96.1,Excellent
905448,Driver_5447,46,12,East,54.7,Low
905449,Driver_5448,54,11,Central,60.7,Average
905450,Driver_5449,29,28,West,74.1,Average
905451,Driver_5450,25,25,South,59.6,Low
905452,Driver_5451,29,15,West,99.8,Excellent
905453,Driver_5452,43,7,Central,94.5,Excellent
905454,Driver_5453,52,30,Central,52.4,Low
905455,Driver_5454,29,6,South,92.5,Excellent
905456,Driver_5455,42,7,Central,72.7,Average
905457,Driver_5456,29,10,West,62.3,Average
905458,Driver_5457,59,9,East,83.4,Good
905459,Driver_5458,32,28,West,77.9,Good
905460,Driver_5459,21,0,East,53.4,Low
905461,Driver_5460,44,16,Central,66.3,Average
905462,Driver_5461,56,17,Central,71.6,Average
905463,Driver_5462,60,4,North,71.2,Average
905464,Driver_5463,32,28,East,80.9,Good
905465,Driver_5464,44,30,West,72.1,Average
905466,Driver_5465,28,7,East,50.6,Low
905467,Driver_5466,35,29,South,81.1,Good
905468,Driver_5467,34,19,South,72.4,Average
905469,Driver_5468,38,15,Central,59.3,Low
905470,Driver_5469,31,7,West,91.1,Excellent
905471,Driver_5470,25,28,North,98.4,Excellent
905472,Driver_5471,24,3,West,94.9,Excellent
905473,Driver_5472,39,9,South,90.3,Excellent
905474,Driver_5473,62,23,West,63.7,Average
905475,Driver_5474,57,8,North,88.8,Good
905476,Driver_5475,23,30,West,66.6,Average
905477,Driver_5476,56,9,Central,50.8,Low
905478,Driver_5477,22,14,West,92.4,Excellent
905479,Driver_5478,55,9,North,62.3,Average
905480,Driver_5479,37,4,West,76.2,Good
905481,Driver_5480,26,3,North,54.8,Low
905482,Driver_5481,35,3,East,58.1,Low
905483,Driver_5482,29,0,West,87.8,Good
905484,Driver_5483,35,18,West,93.2,Excellent
905485,Driver_5484,56,8,West,71.9,Average
905486,Driver_5485,26,27,Central,69.7,Average
905487,Driver_5486,60,28,North,95.9,Excellent
905488,Driver_5487,37,30,South,81.5,Good
905489,Driver_5488,26,18,South,75.5,Good
905490,Driver_5489,56,24,West,50.4,Low
905491,Driver_5490,48,24,North,83.3,Good
905492,Driver_5491,45,17,West,53.6,Low
905493,Driver_5492,45,19,Central,72.6,Average
905494,Driver_5493,51,18,South,95.7,Excellent
905495,Driver_5494,39,3,North,53.7,Low
905496,Driver_5495,21,6,Central,64.8,Average
905497,Driver_5496,63,10,South,93.6,Excellent
905498,Driver_5497,44,30,South,92.9,Excellent
905499,Driver_5498,52,2,Central,73.6,Average
905500,Driver_5499,55,2,West,87.6,Good
905501,Driver_5500,23,7,South,92.4,Excellent
905502,Driver_5501,53,26,Central,55.9,Low
905503,Driver_5502,43,19,East,71.4,Average
905504,Driver_5503,50,28,Central,73.4,Average
905505,Driver_5504,30,19,South,74.5,Average
905506,Driver_5505,33,26,West,59.8,Low
905507,Driver_5506,63,4,North,64.2,Average
905508,Driver_5507,60,7,Central,77.6,Good
905509,Driver_5508,59,27,East,83.4,Good
905510,Driver_5509,25,2,Central,64.9,Average
905511,Driver_5510,27,20,East,53.6,Low
905512,Driver_5511,31,6,West,87.9,Good
905513,Driver_5512,51,8,Central,69.9,Average
905514,Driver_5513,38,12,East,78.0,Good
905515,Driver_5514,33,2,Central,85.5,Good
905516,Driver_5515,45,3,Central,60.9,Average
905517,Driver_5516,25,9,Central,62.8,Average
905518,Driver_5517,62,28,East,52.8,Low
905519,Driver_5518,52,27,South,56.0,Low
905520,Driver_5519,31,22,South,82.4,Good
905521,Driver_5520,49,12,North,66.5,Average
905522,Driver_5521,44,14,South,90.9,Excellent
905523,Driver_5522,61,27,East,80.0,Good
905524,Driver_5523,23,0,North,91.6,Excellent
905525,Driver_5524,42,25,North,74.4,Average
905526,Driver_5525,33,20,East,52.3,Low
905527,Driver_5526,39,12,East,84.7,Good
905528,Driver_5527,22,2,South,85.6,Good
905529,Driver_5528,61,6,North,85.4,Good
905530,Driver_5529,44,24,North,61.1,Average
905531,Driver_5530,40,28,East,80.9,Good
905532,Driver_5531,46,11,West,54.1,Low
905533,Driver_5532,23,24,Central,100.0,Excellent
905534,Driver_5533,55,12,East,81.9,Good
905535,Driver_5534,59,27,West,93.2,Excellent
905536,Driver_5535,38,30,West,93.2,Excellent
905537,Driver_5536,44,28,West,76.7,Good
905538,Driver_5537,30,4,East,80.0,Good
905539,Driver_5538,21,18,East,88.2,Good
905540,Driver_5539,47,19,North,53.9,Low
905541,Driver_5540,52,29,Central,84.2,Good
905542,Driver_5541,44,3,South,71.2,Average
905543,Driver_5542,43,29,Central,73.9,Average
905544,Driver_5543,47,4,West,71.7,Average
905545,Driver_5544,25,29,North,63.1,Average
905546,Driver_5545,21,18,North,72.4,Average
905547,Driver_5546,21,19,West,65.4,Average
905548,Driver_5547,62,1,West,72.7,Average
905549,Driver_5548,39,2,East,90.1,Excellent
905550,Driver_5549,58,15,South,51.4,Low
905551,Driver_5550,51,4,South,73.8,Average
905552,Driver_5551,46,21,West,97.8,Excellent
905553,Driver_5552,24,25,South,74.6,Average
905554,Driver_5553,43,0,North,85.1,Good
905555,Driver_5554,22,7,Central,95.4,Excellent
905556,Driver_5555,41,23,South,68.8,Average
905557,Driver_5556,57,13,North,82.8,Good
905558,Driver_5557,31,17,South,91.2,Excellent
905559,Driver_5558,35,13,North,56.3,Low
905560,Driver_5559,35,8,South,59.4,Low
905561,Driver_5560,34,8,North,93.4,Excellent
905562,Driver_5561,44,1,East,72.3,Average
905563,Driver_5562,21,18,North,69.5,Average
905564,Driver_5563,42,17,West,59.5,Low
905565,Driver_5564,52,7,West,99.1,Excellent
905566,Driver_5565,35,3,Central,69.3,Average
905567,Driver_5566,24,14,Central,50.8,Low
905568,Driver_5567,32,9,West,56.9,Low
905569,Driver_5568,37,3,East,52.5,Low
905570,Driver_5569,58,6,West,97.7,Excellent
905571,Driver_5570,34,16,South,66.3,Average
905572,Driver_5571,32,30,West,98.9,Excellent
905573,Driver_5572,39,27,South,59.3,Low
905574,Driver_5573,42,11,South,97.3,Excellent
905575,Driver_5574,63,0,East,65.5,Average
905576,Driver_5575,60,21,East,68.4,Average
905577,Driver_5576,63,22,North,98.8,Excellent
905578,Driver_5577,51,29,Central,77.9,Good
905579,Driver_5578,56,22,East,83.3,Good
905580,Driver_5579,27,8,East,84.9,Good
905581,Driver_5580,63,17,South,58.9,Low
905582,Driver_5581,49,9,West,58.0,Low
905583,Driver_5582,26,5,Central,74.6,Average
905584,Driver_5583,51,16,West,81.3,Good
905585,Driver_5584,36,25,East,93.2,Excellent
905586,Driver_5585,29,10,Central,80.3,Good
905587,Driver_5586,34,8,North,80.3,Good
905588,Driver_5587,42,15,North,94.6,Excellent
905589,Driver_5588,50,15,West,64.9,Average
905590,Driver_5589,52,11,Central,65.2,Average
905591,Driver_5590,42,13,West,96.6,Excellent
905592,Driver_5591,63,27,East,54.6,Low
905593,Driver_5592,37,20,East,68.8,Average
905594,Driver_5593,51,2,West,76.6,Good
905595,Driver_5594,45,7,Central,95.7,Excellent
905596,Driver_5595,53,19,East,88.4,Good
905597,Driver_5596,40,16,South,79.4,Good
905598,Driver_5597,28,0,Central,64.2,Average
905599,Driver_5598,59,22,South,71.3,Average
905600,Driver_5599,24,22,South,85.2,Good
905601,Driver_5600,25,17,Central,86.5,Good
905602,Driver_5601,33,16,East,53.3,Low
905603,Driver_5602,26,11,East,95.1,Excellent
905604,Driver_5603,21,16,North,50.7,Low
905605,Driver_5604,50,15,East,67.3,Average
905606,Driver_5605,27,15,Central,76.4,Good
905607,Driver_5606,37,4,Central,61.0,Average
905608,Driver_5607,60,13,Central,87.1,Good
905609,Driver_5608,39,12,East,71.3,Average
905610,Driver_5609,30,29,South,64.8,Average
905611,Driver_5610,21,16,Central,78.8,Good
905612,Driver_5611,36,15,South,94.4,Excellent
905613,Driver_5612,56,29,North,77.6,Good
905614,Driver_5613,42,25,Central,83.3,Good
905615,Driver_5614,61,9,East,87.7,Good
905616,Driver_5615,29,27,North,55.5,Low
905617,Driver_5616,62,8,South,87.0,Good
905618,Driver_5617,36,23,Central,62.7,Average
905619,Driver_5618,24,13,South,64.5,Average
905620,Driver_5619,32,18,West,66.0,Average
905621,Driver_5620,52,4,North,55.8,Low
905622,Driver_5621,23,1,East,99.3,Excellent
905623,Driver_5622,54,1,North,75.9,Good
905624,Driver_5623,45,22,Central,59.5,Low
905625,Driver_5624,52,11,West,61.9,Average
905626,Driver_5625,49,17,North,67.7,Average
905627,Driver_5626,30,25,South,88.4,Good
905628,Driver_5627,51,6,East,59.9,Low
905629,Driver_5628,25,11,North,79.4,Good
905630,Driver_5629,38,14,West,67.7,Average
905631,Driver_5630,21,15,South,96.3,Excellent
905632,Driver_5631,44,8,East,73.0,Average
905633,Driver_5632,61,15,Central,93.4,Excellent
905634,Driver_5633,61,2,Central,58.6,Low
905635,Driver_5634,41,21,South,97.2,Excellent
905636,Driver_5635,53,2,North,69.9,Average
905637,Driver_5636,23,29,South,66.2,Average
905638,Driver_5637,46,7,Central,67.5,Average
905639,Driver_5638,45,8,South,89.2,Good
905640,Driver_5639,38,6,West,76.3,Good
905641,Driver_5640,60,17,South,96.9,Excellent
905642,Driver_5641,54,5,West,69.5,Average
905643,Driver_5642,59,5,East,64.2,Average
905644,Driver_5643,22,15,North,75.9,Good
905645,Driver_5644,22,8,East,69.6,Average
905646,Driver_5645,32,17,East,77.5,Good
905647,Driver_5646,28,8,North,53.2,Low
905648,Driver_5647,37,6,Central,57.8,Low
