Truck_ID,Truck_Type,Fuel_Type,Capacity_KG,Model_Year,Odometer_KM
911347,Medium,Diesel,19930,2019,667159
911348,Light,Diesel,13314,2024,717293
911349,Light,Diesel,11927,2025,598423
911350,Medium,Hybrid,26101,2018,159908
911351,Heavy,Diesel,10494,2021,580591
911352,Light,CNG,15263,2017,899898
911353,Medium,Diesel,9233,2020,749304
911354,Light,CNG,1193,2023,496370
911355,Light,CNG,23392,2018,742454
911356,Medium,CNG,29811,2019,336966
911357,Heavy,Electric,28867,2022,725721
911358,Medium,CNG,4004,2020,173651
911359,Light,CNG,14997,2025,272779
911360,Heavy,Hybrid,2684,2022,561630
911361,Heavy,Diesel,16658,2025,506714
911362,Medium,Hybrid,17271,2017,56589
911363,Heavy,Electric,19825,2024,100684
911364,Light,Hybrid,7394,2020,541202
911365,Light,Electric,12894,2022,540795
911366,Medium,Electric,7892,2017,591754
911367,Light,Electric,3557,2020,105223
911368,Medium,Electric,3984,2021,738123
911369,Heavy,Electric,2539,2016,222027
911370,Medium,Diesel,11080,2020,413972
911371,Light,Diesel,15186,2023,755280
911372,Medium,Hybrid,28422,2023,59097
911373,Heavy,Hybrid,14833,2020,21744
911374,Light,CNG,15765,2019,204257
911375,Heavy,Diesel,28035,2023,495062
911376,Heavy,Electric,14532,2015,23927
911377,Medium,Diesel,29157,2017,734557
911378,Medium,Diesel,2584,2019,280849
911379,Light,Diesel,20775,2025,884973
911380,Medium,Hybrid,1111,2021,551867
911381,Light,Electric,3281,2021,620769
911382,Heavy,Hybrid,6610,2017,742642
911383,Medium,Diesel,18004,2022,839601
911384,Light,CNG,16293,2022,243001
911385,Light,Hybrid,26837,2022,658698
911386,Medium,CNG,3451,2015,260245
911387,Light,Diesel,18427,2017,406625
911388,Heavy,Diesel,28166,2023,466834
911389,Heavy,CNG,13493,2016,869904
911390,Heavy,Electric,13099,2023,289043
911391,Light,Hybrid,16791,2018,597675
911392,Heavy,Hybrid,3842,2016,260267
911393,Medium,Hybrid,4605,2022,395155
911394,Medium,Diesel,24547,2017,582159
911395,Medium,Electric,16408,2020,671079
911396,Light,Hybrid,18117,2022,64087
911397,Medium,CNG,25989,2016,794346
911398,Light,Diesel,6145,2021,107689
911399,Medium,Hybrid,20719,2020,385162
911400,Light,Diesel,8023,2017,140225
911401,Heavy,CNG,27638,2019,263900
911402,Medium,Diesel,29019,2021,593281
911403,Heavy,CNG,18042,2025,77560
911404,Light,Hybrid,4976,2021,450780
911405,Heavy,CNG,1363,2016,126883
911406,Medium,Hybrid,3945,2020,45617
911407,Medium,Diesel,1009,2025,90225
911408,Medium,Diesel,5739,2024,410963
911409,Medium,Electric,27609,2023,111728
911410,Medium,CNG,11622,2023,833780
911411,Heavy,Electric,16940,2016,250390
911412,Light,Diesel,5598,2022,64795
911413,Light,Electric,26304,2023,649011
911414,Heavy,CNG,10321,2025,121529
911415,Heavy,Electric,15596,2020,792080
911416,Medium,CNG,6010,2019,132349
911417,Light,Diesel,11770,2022,454217
911418,Medium,Hybrid,13599,2021,304769
911419,Medium,Diesel,9721,2025,680219
911420,Heavy,Diesel,6695,2018,874014
911421,Heavy,Hybrid,15546,2016,474261
911422,Light,CNG,13648,2022,366605
911423,Medium,Hybrid,13654,2019,701912
911424,Heavy,Electric,9562,2019,698107
911425,Medium,Electric,27799,2023,254011
911426,Light,Diesel,19238,2023,285283
911427,Light,CNG,22951,2024,427832
911428,Medium,CNG,26152,2023,707556
911429,Medium,CNG,11947,2022,564147
911430,Medium,Electric,24060,2023,196232
911431,Heavy,CNG,11714,2021,91022
911432,Medium,CNG,4276,2021,204119
911433,Medium,CNG,11310,2019,866948
911434,Medium,CNG,3006,2016,661612
911435,Medium,CNG,1977,2020,329456
911436,Heavy,CNG,24702,2017,528182
911437,Medium,Hybrid,14076,2019,535983
911438,Medium,Hybrid,5734,2021,531574
911439,Medium,Electric,11486,2025,178423
911440,Medium,CNG,6578,2016,90834
911441,Light,CNG,11050,2018,306208
911442,Heavy,Diesel,29068,2015,605164
911443,Heavy,Electric,13328,2016,36343
911444,Medium,CNG,12807,2025,197887
911445,Light,Diesel,14010,2022,219413
911446,Medium,CNG,2212,2023,539466
911447,Medium,Hybrid,2489,2025,792467
911448,Medium,Electric,26578,2025,694435
911449,Medium,Hybrid,7973,2015,320545
911450,Light,Diesel,16749,2021,616145
911451,Light,Electric,19008,2019,856687
911452,Medium,CNG,29732,2024,861256
911453,Medium,Hybrid,14678,2016,640085
911454,Light,Diesel,18812,2015,613904
911455,Medium,Electric,14197,2016,353988
911456,Medium,Electric,4196,2021,109604
911457,Heavy,CNG,6164,2024,285522
911458,Medium,Electric,20978,2021,100776
911459,Heavy,Electric,8514,2024,799161
911460,Heavy,Electric,9455,2017,852030
911461,Light,Diesel,22098,2024,111423
911462,Light,CNG,4865,2023,419716
911463,Medium,CNG,23197,2016,369181
911464,Light,Electric,18439,2016,741810
911465,Heavy,CNG,4359,2019,457411
911466,Heavy,Diesel,28528,2023,549954
911467,Heavy,Diesel,17581,2018,532973
911468,Medium,Hybrid,15176,2021,761463
911469,Medium,CNG,8162,2024,61803
911470,Heavy,Diesel,14069,2020,485485
911471,Medium,CNG,6731,2017,189474
911472,Medium,CNG,24407,2023,218359
911473,Heavy,CNG,28229,2016,841223
911474,Heavy,Hybrid,24003,2024,624573
911475,Heavy,Hybrid,23191,2015,590273
911476,Heavy,Hybrid,7109,2021,665213
911477,Light,CNG,29255,2023,402299
911478,Heavy,Hybrid,16093,2022,677487
911479,Heavy,Electric,14254,2019,256509
911480,Medium,Hybrid,2511,2022,803185
911481,Medium,Hybrid,2859,2017,367482
911482,Heavy,Diesel,17018,2016,342534
911483,Heavy,Hybrid,16282,2019,858669
911484,Heavy,CNG,8531,2015,753525
911485,Light,Hybrid,19378,2015,502353
911486,Heavy,CNG,18176,2016,500042
911487,Medium,Hybrid,14481,2016,445111
911488,Light,CNG,20579,2015,394575
911489,Medium,Electric,20091,2019,637073
911490,Heavy,Electric,19615,2015,774925
911491,Heavy,Diesel,25478,2019,72388
911492,Medium,Hybrid,7977,2017,805609
911493,Heavy,Electric,13551,2025,121885
911494,Heavy,Diesel,17206,2025,766513
911495,Light,Diesel,14373,2023,455949
911496,Light,Electric,18942,2023,154016
911497,Heavy,Diesel,13390,2023,628539
911498,Light,Diesel,6562,2022,425972
911499,Heavy,CNG,14252,2020,112452
911500,Heavy,Diesel,6274,2022,619627
911501,Medium,Hybrid,7150,2016,878535
911502,Light,Electric,20990,2015,782147
911503,Heavy,CNG,17660,2023,35118
911504,Heavy,CNG,23389,2025,65334
911505,Light,Electric,27424,2018,115477
911506,Heavy,CNG,11415,2017,485727
911507,Heavy,Hybrid,24484,2024,588245
911508,Heavy,CNG,22668,2015,633422
911509,Light,Diesel,26734,2019,406636
911510,Heavy,CNG,25212,2024,705857
911511,Light,Diesel,3134,2020,609940
911512,Light,CNG,13475,2016,165907
911513,Medium,Diesel,15996,2025,200887
911514,Light,Electric,19120,2016,898544
911515,Heavy,Diesel,23108,2022,816120
911516,Heavy,Hybrid,18203,2018,591752
911517,Heavy,Hybrid,19144,2018,410838
911518,Heavy,Electric,25688,2018,228159
911519,Medium,CNG,17433,2021,386109
911520,Medium,Hybrid,28517,2021,32742
911521,Light,Electric,9763,2019,873874
911522,Light,CNG,12109,2023,208402
911523,Light,Diesel,24248,2023,245904
911524,Medium,Hybrid,4391,2017,465248
911525,Light,CNG,10184,2022,655414
911526,Medium,Electric,1900,2023,146841
911527,Light,CNG,20848,2025,663863
911528,Heavy,Diesel,4662,2019,683402
911529,Light,Hybrid,22641,2024,719042
911530,Light,Electric,15137,2016,770190
911531,Medium,Diesel,28196,2017,458096
911532,Light,Hybrid,5465,2016,106958
911533,Medium,Diesel,25501,2022,489752
911534,Light,Electric,12427,2017,91998
911535,Medium,CNG,11006,2018,589462
911536,Heavy,CNG,4106,2019,832030
911537,Medium,Diesel,25973,2016,24458
911538,Heavy,Diesel,3319,2022,559871
911539,Heavy,Diesel,29731,2025,352712
911540,Heavy,Hybrid,5791,2025,470245
911541,Heavy,Hybrid,12221,2019,355574
911542,Medium,Hybrid,27573,2024,301128
911543,Light,Diesel,10131,2025,621013
911544,Light,Hybrid,10666,2019,373829
911545,Light,Electric,12030,2019,397743
911546,Medium,Hybrid,5085,2023,220936
911547,Light,Hybrid,3891,2022,723214
911548,Light,CNG,8430,2022,304284
911549,Heavy,CNG,6930,2025,700492
911550,Medium,Diesel,16023,2019,785946
911551,Light,CNG,11237,2017,748582
911552,Heavy,Diesel,16961,2017,627722
911553,Medium,Diesel,22629,2015,802829
911554,Heavy,Hybrid,28740,2018,616871
911555,Medium,Electric,27445,2016,788034
911556,Light,Diesel,12554,2024,634607
911557,Medium,Electric,6836,2025,513050
911558,Heavy,Diesel,8939,2018,628080
911559,Light,CNG,25135,2020,446246
911560,Heavy,Hybrid,10526,2018,651235
911561,Light,Electric,12744,2022,431610
911562,Medium,CNG,16549,2019,487326
911563,Heavy,Hybrid,19796,2020,49220
911564,Light,Diesel,24833,2021,301091
911565,Heavy,Diesel,10873,2016,91091
911566,Heavy,Electric,13583,2024,359133
911567,Light,Electric,9950,2025,353808
911568,Light,Diesel,8674,2020,779747
911569,Light,CNG,17141,2016,243882
911570,Heavy,CNG,28502,2016,209108
911571,Heavy,Hybrid,23698,2016,154192
911572,Heavy,Hybrid,29241,2017,780156
911573,Medium,Diesel,3354,2016,483833
911574,Heavy,CNG,15930,2025,641446
911575,Medium,Electric,7979,2020,671350
911576,Light,Electric,2578,2017,32000
911577,Light,Hybrid,15050,2022,34311
911578,Medium,Hybrid,22636,2017,872395
911579,Heavy,CNG,12471,2015,304333
911580,Heavy,CNG,28110,2015,753729
911581,Heavy,Hybrid,28758,2024,585637
911582,Heavy,Hybrid,6337,2020,418259
911583,Medium,Electric,5250,2016,638746
911584,Light,Hybrid,19838,2022,617928
911585,Heavy,Hybrid,19841,2019,147771
911586,Medium,Diesel,5251,2021,547385
911587,Medium,Electric,9618,2025,510537
911588,Light,CNG,11938,2017,691843
911589,Light,Diesel,21493,2017,851896
911590,Heavy,Hybrid,19909,2016,803288
911591,Light,Diesel,20971,2016,13515
911592,Medium,Diesel,22308,2021,397090
911593,Heavy,Diesel,14370,2021,680010
911594,Medium,Diesel,9318,2016,119777
911595,Medium,CNG,20781,2016,268776
911596,Medium,Hybrid,12839,2015,349698
911597,Medium,Hybrid,12682,2023,38163
911598,Light,Diesel,12518,2015,854852
911599,Medium,Electric,11143,2017,197980
911600,Medium,Diesel,18536,2017,452124
911601,Light,Electric,22805,2023,854654
911602,Light,Electric,11154,2017,714688
911603,Light,Diesel,19246,2015,86963
911604,Medium,CNG,9472,2016,826784
911605,Light,CNG,2585,2023,327904
911606,Medium,Electric,21688,2021,206130
911607,Heavy,Diesel,1466,2016,326981
911608,Heavy,Hybrid,17627,2021,891486
911609,Light,CNG,21086,2015,560549
911610,Medium,Electric,8369,2021,469174
911611,Medium,CNG,20314,2023,343540
911612,Medium,Electric,21273,2023,220453
911613,Light,Diesel,22907,2018,831960
911614,Light,Hybrid,15034,2025,261020
911615,Medium,CNG,17628,2020,365381
911616,Heavy,Electric,23407,2018,740862
911617,Heavy,Hybrid,22481,2020,897723
911618,Medium,Diesel,21793,2016,343363
911619,Medium,Hybrid,12181,2019,819769
911620,Light,Electric,11723,2025,420848
911621,Heavy,Hybrid,4639,2020,870153
911622,Light,Hybrid,24037,2022,703103
911623,Heavy,Diesel,9142,2018,333917
911624,Light,Electric,15057,2021,617234
911625,Light,Hybrid,13490,2023,473607
911626,Medium,Hybrid,19951,2016,147953
911627,Medium,Hybrid,21001,2020,763594
911628,Medium,Electric,21083,2021,744260
911629,Light,CNG,16108,2017,447681
911630,Light,CNG,5422,2023,439754
911631,Light,CNG,21508,2021,37390
911632,Light,Hybrid,10034,2019,864978
911633,Medium,Diesel,23816,2020,613198
911634,Light,Electric,28852,2018,691161
911635,Medium,Electric,12440,2019,238965
911636,Heavy,Electric,16780,2018,874833
911637,Heavy,Hybrid,22931,2016,101812
911638,Light,Hybrid,10353,2025,577827
911639,Heavy,Electric,9618,2021,385276
911640,Light,CNG,18895,2020,608162
911641,Medium,Diesel,4230,2023,456491
911642,Heavy,Diesel,20980,2025,761222
911643,Heavy,Electric,3290,2018,32023
911644,Medium,Electric,29656,2021,115220
911645,Light,Hybrid,27643,2015,652738
911646,Light,CNG,8979,2015,676208
911647,Medium,Electric,21168,2015,574518
911648,Light,Diesel,7718,2015,287388
911649,Heavy,CNG,9254,2018,332096
911650,Light,Diesel,23072,2018,867708
911651,Heavy,Electric,14702,2025,56281
911652,Light,Electric,23673,2017,749538
911653,Medium,Hybrid,2359,2020,799148
911654,Heavy,Hybrid,20982,2019,66048
911655,Medium,Diesel,14506,2019,827299
911656,Light,Hybrid,17835,2022,188191
911657,Light,Hybrid,18713,2025,797157
911658,Heavy,Diesel,23439,2015,854209
911659,Light,Electric,24288,2023,830594
911660,Heavy,Diesel,29932,2017,579346
911661,Medium,Diesel,23497,2021,20205
911662,Light,CNG,22499,2016,585350
911663,Light,Hybrid,13010,2022,512429
911664,Medium,CNG,4856,2019,877930
911665,Light,CNG,26687,2016,83813
911666,Light,CNG,19381,2022,373856
911667,Heavy,Diesel,9520,2023,119793
911668,Heavy,Electric,23018,2022,863317
911669,Light,Diesel,13229,2025,517307
911670,Medium,Diesel,29610,2025,807850
911671,Light,Hybrid,21315,2019,739838
911672,Medium,Hybrid,23589,2017,239257
911673,Heavy,CNG,16215,2021,197335
911674,Heavy,Electric,9687,2018,332379
911675,Light,Diesel,21902,2022,733261
911676,Medium,Hybrid,9634,2020,146655
911677,Medium,Electric,4628,2021,267677
911678,Medium,Hybrid,13063,2022,116425
911679,Heavy,Hybrid,11609,2016,117813
911680,Medium,CNG,28485,2016,657149
911681,Light,CNG,28173,2023,453433
911682,Heavy,CNG,28323,2025,353179
911683,Light,CNG,8970,2024,681186
911684,Heavy,Electric,3347,2023,364877
911685,Light,Diesel,27489,2016,601248
911686,Heavy,CNG,14419,2015,371753
911687,Light,CNG,28308,2017,720387
911688,Medium,CNG,18624,2019,97508
911689,Medium,Diesel,5670,2023,67678
911690,Heavy,Electric,25407,2017,591964
911691,Medium,Diesel,29886,2016,587921
911692,Light,Hybrid,25994,2017,324701
911693,Medium,Hybrid,18135,2015,632245
911694,Heavy,Diesel,18511,2015,179773
911695,Light,Diesel,21857,2018,70217
911696,Light,CNG,24244,2018,505328
911697,Heavy,Hybrid,6691,2022,91714
911698,Heavy,Hybrid,29976,2018,679630
911699,Light,Hybrid,24610,2016,80331
911700,Light,Diesel,26475,2024,576713
911701,Heavy,Diesel,7058,2024,337943
911702,Heavy,Diesel,15678,2020,462954
911703,Light,Hybrid,28838,2022,398713
911704,Heavy,CNG,20608,2023,644666
911705,Heavy,Diesel,22866,2015,282904
911706,Heavy,Electric,13876,2023,29634
911707,Light,CNG,1949,2015,324899
911708,Heavy,Electric,5761,2016,325306
911709,Heavy,Hybrid,8293,2022,252903
911710,Light,Electric,9265,2024,593100
911711,Light,Diesel,17209,2023,634712
911712,Light,Diesel,29769,2019,887518
911713,Heavy,Electric,22138,2020,480207
911714,Medium,Electric,23346,2024,35369
911715,Light,Diesel,27999,2024,300464
911716,Heavy,Diesel,28154,2019,511336
911717,Medium,Electric,8245,2023,686288
911718,Heavy,Diesel,2239,2019,342318
911719,Medium,Hybrid,24343,2020,385460
911720,Light,Hybrid,12865,2017,624112
911721,Heavy,CNG,14952,2018,865974
911722,Light,CNG,23793,2023,590513
911723,Medium,Diesel,17555,2024,125353
911724,Medium,Hybrid,27025,2020,592937
911725,Heavy,CNG,13494,2015,213542
911726,Medium,Hybrid,27586,2021,544395
911727,Heavy,CNG,17847,2023,397836
911728,Light,Diesel,14340,2022,453625
911729,Heavy,Electric,3323,2017,620572
911730,Medium,CNG,9479,2017,684010
911731,Light,CNG,29514,2019,434331
911732,Heavy,Diesel,17770,2025,808783
911733,Medium,CNG,24041,2024,816996
911734,Heavy,Diesel,12105,2020,223354
911735,Heavy,CNG,3544,2018,217077
911736,Heavy,Hybrid,24540,2020,418230
911737,Light,Hybrid,6903,2020,418259
911738,Medium,Hybrid,15599,2025,325250
911739,Heavy,Hybrid,23320,2015,675094
911740,Heavy,CNG,4721,2015,576849
911741,Medium,Hybrid,16558,2017,314935
911742,Heavy,Hybrid,26373,2025,480859
911743,Medium,Electric,14998,2020,45783
911744,Heavy,Hybrid,24870,2015,57324
911745,Light,Electric,29096,2016,230573
911746,Light,Electric,14436,2017,110427
911747,Heavy,Electric,18741,2025,160073
911748,Heavy,CNG,16709,2020,239792
911749,Medium,Electric,5323,2018,77434
911750,Heavy,Hybrid,3226,2022,403602
911751,Light,Hybrid,26890,2018,101089
911752,Medium,Diesel,9022,2015,418328
911753,Medium,Diesel,25872,2018,873659
911754,Light,Hybrid,29226,2019,700599
911755,Medium,Electric,19008,2017,561316
911756,Medium,Electric,4764,2025,387709
911757,Light,Hybrid,10919,2021,733566
911758,Medium,Hybrid,3693,2024,837611
911759,Light,Diesel,28115,2020,711813
911760,Heavy,CNG,3289,2018,278850
911761,Heavy,Diesel,23587,2021,402912
911762,Heavy,Electric,20691,2015,234825
911763,Heavy,Hybrid,23794,2025,179133
911764,Light,Hybrid,16074,2022,658938
911765,Medium,Hybrid,20937,2015,761665
911766,Heavy,CNG,7812,2018,659553
911767,Light,Diesel,9818,2015,423539
911768,Heavy,Diesel,18109,2024,170680
911769,Medium,CNG,16832,2023,462226
911770,Heavy,CNG,8149,2018,322716
911771,Light,Electric,5322,2023,692337
911772,Heavy,CNG,4369,2016,738963
911773,Light,Electric,27948,2021,852227
911774,Light,Electric,9914,2019,615094
911775,Medium,CNG,23015,2015,246169
911776,Heavy,Diesel,9432,2015,566283
911777,Light,Electric,7481,2023,528328
911778,Light,Diesel,1603,2019,74762
911779,Light,CNG,22477,2018,826490
911780,Heavy,CNG,19997,2025,321441
911781,Heavy,Diesel,12993,2018,730860
911782,Medium,Diesel,5441,2015,76233
911783,Heavy,CNG,20895,2020,400827
911784,Heavy,Diesel,13231,2017,668089
911785,Light,Diesel,10939,2021,634905
911786,Heavy,Diesel,18298,2025,281822
911787,Heavy,CNG,5124,2024,796555
911788,Medium,CNG,9989,2020,357374
911789,Heavy,CNG,15715,2021,137546
911790,Medium,Electric,25885,2016,696316
911791,Heavy,CNG,6105,2024,488904
911792,Medium,Electric,20827,2015,599761
911793,Medium,CNG,15439,2021,630983
911794,Medium,CNG,16229,2020,770920
911795,Medium,CNG,19455,2020,692569
911796,Heavy,CNG,24474,2025,115382
911797,Light,Electric,26330,2024,430013
911798,Light,CNG,4106,2017,204387
911799,Light,Diesel,3786,2021,17851
911800,Light,Diesel,29079,2020,281450
911801,Medium,Hybrid,18451,2015,45702
911802,Heavy,Hybrid,28411,2018,70413
911803,Medium,Hybrid,15891,2023,318371
911804,Light,CNG,20334,2025,401189
911805,Heavy,Electric,16099,2023,701565
911806,Light,Electric,27431,2022,413612
911807,Heavy,Electric,10714,2018,754978
911808,Light,Hybrid,9938,2024,69127
911809,Light,Electric,13074,2022,883731
911810,Heavy,Diesel,10133,2022,595301
911811,Heavy,Diesel,5699,2016,311791
911812,Light,Diesel,11751,2017,369832
911813,Light,Diesel,7592,2021,371734
911814,Medium,Diesel,8660,2018,684606
911815,Heavy,Hybrid,25543,2018,690657
911816,Medium,Hybrid,19479,2024,572583
911817,Medium,Hybrid,25268,2020,451358
911818,Light,Diesel,18189,2017,544745
911819,Heavy,Hybrid,16797,2019,340083
911820,Medium,Hybrid,13291,2016,393953
911821,Light,Electric,29064,2024,749353
911822,Heavy,Hybrid,28711,2025,480138
911823,Light,Electric,18614,2016,836622
911824,Heavy,Diesel,23912,2022,579007
911825,Medium,Hybrid,8976,2022,716459
911826,Light,Hybrid,16237,2024,811589
911827,Heavy,Diesel,1509,2024,207301
911828,Light,Hybrid,21869,2016,462049
911829,Heavy,Diesel,9967,2018,99630
911830,Heavy,Diesel,1535,2017,201160
911831,Light,CNG,20214,2017,551728
911832,Heavy,Electric,18818,2018,301212
911833,Heavy,CNG,9053,2015,337880
911834,Light,CNG,25863,2017,579126
911835,Medium,Electric,17912,2021,262900
911836,Light,Diesel,27907,2016,492318
911837,Heavy,Hybrid,2404,2018,177762
911838,Medium,Hybrid,12106,2016,255240
911839,Medium,Hybrid,18416,2017,796143
911840,Heavy,Electric,9881,2020,483027
911841,Light,Hybrid,24515,2022,385523
911842,Medium,Electric,19508,2017,216529
911843,Heavy,Diesel,4670,2022,401675
911844,Light,Diesel,24154,2017,326764
911845,Light,CNG,27205,2016,448457
911846,Medium,Electric,15994,2015,473321
911847,Heavy,Diesel,14560,2021,593721
911848,Light,Electric,16925,2020,175923
911849,Light,Electric,1296,2025,139081
911850,Heavy,Diesel,5610,2024,586715
911851,Heavy,Electric,21206,2024,724151
911852,Heavy,Diesel,5647,2016,816731
911853,Medium,Electric,25512,2021,558128
911854,Light,Electric,8415,2018,130970
911855,Heavy,CNG,19691,2016,727041
911856,Heavy,Hybrid,17759,2024,396286
911857,Medium,Hybrid,18753,2019,774840
911858,Medium,CNG,6892,2020,673817
911859,Light,Electric,7252,2025,737901
911860,Heavy,Diesel,3216,2015,382482
911861,Light,Electric,16097,2021,680040
911862,Heavy,Hybrid,17870,2024,528630
911863,Heavy,CNG,25591,2020,170063
911864,Light,CNG,13724,2016,51397
911865,Heavy,Electric,15271,2024,346721
911866,Heavy,Diesel,6785,2020,763639
911867,Heavy,Electric,12598,2023,222467
911868,Heavy,Electric,7782,2023,608155
911869,Heavy,Diesel,3924,2025,885262
911870,Medium,CNG,5744,2018,571000
911871,Heavy,Hybrid,5096,2018,354880
911872,Medium,Diesel,19976,2019,87372
911873,Heavy,CNG,4771,2016,309264
911874,Light,Hybrid,14026,2023,42131
911875,Light,Hybrid,8442,2019,695883
911876,Heavy,Hybrid,3557,2015,773741
911877,Light,CNG,11487,2021,492671
911878,Heavy,Hybrid,9717,2022,84327
911879,Heavy,Electric,16481,2015,667132
911880,Heavy,Diesel,28371,2015,203358
911881,Heavy,CNG,25662,2015,39882
911882,Heavy,Hybrid,12460,2019,571627
911883,Medium,CNG,8082,2022,441629
911884,Light,Diesel,15228,2022,671874
911885,Light,Diesel,23789,2022,399803
911886,Light,CNG,2994,2021,722448
911887,Light,CNG,27988,2025,240650
911888,Heavy,Electric,28495,2022,213426
911889,Light,Diesel,5353,2019,392020
911890,Medium,Electric,19880,2017,223125
911891,Medium,Electric,13731,2022,479487
911892,Light,Electric,15144,2024,290878
911893,Light,Hybrid,8630,2015,599388
911894,Light,Diesel,2677,2022,841647
911895,Light,Electric,19130,2016,214804
911896,Heavy,CNG,4893,2015,716336
911897,Medium,CNG,16224,2019,484682
911898,Heavy,Diesel,25048,2022,750214
911899,Heavy,Electric,3012,2017,760829
911900,Heavy,Electric,19972,2025,385637
911901,Heavy,Electric,3789,2023,783362
911902,Heavy,Hybrid,6668,2022,633088
911903,Medium,CNG,15388,2017,449181
911904,Light,Electric,15678,2017,634994
911905,Heavy,Electric,18888,2025,775409
911906,Light,Diesel,17553,2015,62484
911907,Heavy,Diesel,8861,2019,829324
911908,Heavy,CNG,1589,2018,11290
911909,Heavy,CNG,23578,2015,517198
911910,Light,Diesel,4725,2025,856311
911911,Medium,Hybrid,24874,2020,141648
911912,Medium,Hybrid,26006,2024,695061
911913,Heavy,Hybrid,2303,2015,151866
911914,Medium,Diesel,14985,2023,831261
911915,Heavy,CNG,6575,2024,491546
911916,Heavy,Hybrid,25030,2021,70174
911917,Light,Diesel,29477,2019,718981
911918,Heavy,CNG,4334,2022,401385
911919,Heavy,Hybrid,15386,2023,237294
911920,Medium,Diesel,5818,2025,226430
911921,Light,CNG,13946,2015,547597
911922,Light,Hybrid,17527,2024,418153
911923,Medium,Hybrid,19478,2023,258339
911924,Light,Hybrid,19883,2016,810265
911925,Medium,CNG,29371,2024,396353
911926,Heavy,Diesel,18275,2015,371917
911927,Light,Electric,18211,2021,686281
911928,Heavy,Hybrid,10039,2017,807462
911929,Medium,CNG,22248,2016,708229
911930,Heavy,CNG,12750,2022,596243
911931,Medium,Electric,5844,2017,270741
911932,Heavy,Hybrid,4984,2022,199332
911933,Heavy,CNG,7081,2021,335055
911934,Light,CNG,13309,2019,889029
911935,Heavy,CNG,7000,2021,312658
911936,Heavy,Electric,25522,2016,752544
911937,Heavy,CNG,14785,2017,353772
911938,Heavy,Hybrid,4917,2019,401300
911939,Light,Diesel,13595,2022,782675
911940,Medium,Electric,27583,2015,427937
911941,Heavy,Hybrid,10710,2017,822280
911942,Light,Diesel,3692,2024,708205
911943,Medium,Hybrid,3269,2024,655813
911944,Medium,Electric,6064,2024,40454
911945,Light,Hybrid,6552,2020,175575
911946,Heavy,Electric,20581,2015,769743
911947,Light,Hybrid,17168,2023,723511
911948,Medium,Electric,25321,2020,164269
911949,Heavy,Hybrid,6356,2021,757615
911950,Medium,Diesel,7044,2024,128344
911951,Light,Diesel,16666,2019,559663
911952,Heavy,CNG,24486,2019,577889
911953,Heavy,CNG,29727,2019,639136
911954,Light,CNG,2765,2016,209081
911955,Medium,Hybrid,9728,2021,769106
911956,Medium,Diesel,24079,2016,215948
911957,Medium,Electric,11062,2025,804301
911958,Heavy,Diesel,21994,2021,711485
911959,Light,Diesel,23728,2024,107856
911960,Medium,Diesel,27863,2020,497747
911961,Heavy,Diesel,22549,2019,96375
911962,Light,Diesel,23192,2016,450224
911963,Heavy,Hybrid,18651,2018,811360
911964,Medium,CNG,11239,2023,895558
911965,Heavy,Electric,28455,2025,543276
911966,Medium,Hybrid,29266,2025,889755
911967,Medium,Electric,6228,2025,524356
911968,Heavy,Electric,9817,2016,877708
911969,Light,Electric,24918,2017,68869
911970,Medium,Diesel,1230,2015,166127
911971,Heavy,Diesel,1596,2017,194872
911972,Heavy,Diesel,11508,2025,254861
911973,Light,Diesel,27612,2025,45566
911974,Medium,Diesel,4382,2021,884445
911975,Heavy,Diesel,4889,2024,811942
911976,Medium,CNG,26646,2024,827296
911977,Medium,CNG,3472,2021,347589
911978,Heavy,CNG,20662,2019,592121
911979,Heavy,Diesel,6477,2024,287677
911980,Light,Hybrid,18220,2020,662687
911981,Medium,Diesel,8563,2022,569736
911982,Heavy,Diesel,17797,2024,751182
911983,Medium,CNG,9891,2021,675095
911984,Light,Diesel,24269,2023,860492
911985,Medium,Diesel,28410,2022,97639
911986,Heavy,Hybrid,21642,2022,25102
911987,Medium,Hybrid,24030,2019,411056
911988,Heavy,Diesel,13709,2025,279317
911989,Medium,Hybrid,2339,2023,427988
911990,Heavy,Diesel,22536,2023,586908
911991,Medium,Hybrid,29793,2018,392896
911992,Heavy,Hybrid,3888,2021,484006
911993,Medium,Diesel,10664,2025,307626
911994,Medium,CNG,13114,2025,835321
911995,Medium,Diesel,21900,2016,585498
911996,Light,Diesel,26417,2016,408519
911997,Medium,Hybrid,29086,2025,249692
911998,Heavy,Diesel,13698,2025,95639
911999,Medium,Diesel,8273,2019,721369
912000,Heavy,Electric,7127,2015,841477
912001,Light,Hybrid,26869,2017,44195
912002,Medium,Diesel,20424,2025,540875
912003,Medium,CNG,1064,2018,486861
912004,Medium,Electric,23836,2018,491863
912005,Light,CNG,21964,2022,175154
912006,Light,Electric,29350,2023,829291
912007,Medium,CNG,17822,2019,326610
912008,Heavy,Diesel,9806,2020,767513
912009,Light,Hybrid,24372,2018,841004
912010,Heavy,Diesel,10539,2021,482800
912011,Medium,CNG,11183,2022,114263
912012,Heavy,Hybrid,20852,2023,715380
912013,Heavy,Hybrid,24706,2022,564696
912014,Light,Hybrid,18426,2018,663317
912015,Heavy,Electric,28603,2021,35659
